Time from Start to Finish (seconds),Approximate Age,Approximate Empolyees,Approximate Wage,Approximate Spending,Coding Years,TPU Times,ML Years
514557,42,5000,45000,500,4,0,5
561,47,500,175000,500,15,0,4
626,57,25,45000,50000,2,0,2
1007,23,25,500,50,1,0,1
398,32,,0,,2,0,2
431,23,25,45000,500,1,0,1
531,37,25,175000,5000,15,0,2
1000,47,125,65000,5000,1,0,3
535271,37,125,133000,0,7.5,0,4
230,32,,0,,2,0,2
513,47,5000,55000,500,7.5,0,10
347,70,25,500,0,4,0,1
202,47,5000,275000,100000,0,,
300,20,,0,,1,0,1
431,42,25,112500,50,2,1,1
540,57,10000,112500,0,2,0,1
723,32,5000,112500,100000,7.5,0,10
418,42,25,35000,500,4,1,3
779,42,10000,65000,0,1,0,1
330,37,,0,,4,0,1
645,23,25,500,50,2,1,1
539,32,10000,75000,100000,4,1,5
8441,27,25,500,0,1,0,1
518985,37,25,45000,5000,7.5,0,10
739,65,125,133000,100000,15,3,4
827,57,125,55000,100000,15,0,12
807,47,10000,95000,5000,1,0,3
1389,37,25,4500,50,1,0,1
681,47,5000,112500,0,1,0,1
1372,32,10000,2500,50,15,0,2
493,32,125,27500,0,2,0,1
473540,37,5000,175000,0,0,,
402,37,10000,112500,5000,7.5,0,10
855,57,5000,35000,500,4,1,10
610,42,10000,112500,0,2,0,2
637,42,10000,55000,500,1,0,1
478,32,500,35000,50000,2,0,1
708,32,125,45000,50,1,1,1
269,27,,0,,4,0,3
854,23,25,500,50,1,0,2
940,32,5000,112500,500,7.5,0,10
1309,42,5000,112500,50,15,0,3
550,42,5000,95000,5000,7.5,0,2
518,52,10000,85000,500,2,1,2
473546,23,,0,,1,0,1
469,47,25,27500,0,20,0,1
450,32,125,2500,500,7.5,1,10
775,32,125,27500,50000,4,0,3
2190,23,,0,,1,0,1
487,42,500,133000,500,7.5,1,2
496,37,10000,112500,0,7.5,0,1
5150,27,5000,112500,100000,1,0,1
701,27,10000,8250,500,2,0,2
936,52,5000,6250,5000,4,0,1
298,27,,0,,4,0,1
420,32,5000,95000,0,7.5,0,3
1519,27,10000,133000,5000,2,0,2
512,20,,0,,4,0,1
620,27,10000,112500,50000,7.5,0,3
476,32,5000,17500,0,0,,
361,20,,0,,1,0,1
584,65,25,500,0,20,0,10
546,37,10000,133000,5000,15,0,2
293,42,10000,75000,0,1,0,1
490,37,10000,225000,5000,15,0,4
775,37,25,55000,50,4,0,3
845,47,10000,6250,5000,4,0,4
1043,47,25,12500,5000,2,0,2
1773,23,,0,,1,0,1
390,23,25,12500,5000,2,0,2
503,23,,0,,1,0,1
467,20,,0,,2,0,2
419,52,500,85000,50000,7.5,0,2
240,20,,0,,2,0,1
998,47,500,500,500,15,1,10
217,23,125,6250,50,0,,
390,42,10000,175000,100000,15,0,2
613,37,25,27500,0,0,,
1115,23,25,55000,50000,4,0,3
1463,32,10000,1500,0,4,0,5
568,20,,0,,2,0,2
251,23,,0,,4,0,5
522,37,5000,45000,500,4,1,4
1219,27,5000,65000,100000,7.5,0,4
964,32,,0,,4,0,1
623,47,25,6250,500,4,1,10
403,47,25,500,0,0,,
360,37,,0,,15,0,3
456,27,25,500,0,2,0,1
955,23,,0,,1,0,1
430,47,25,6250,0,1,0,1
403,37,10000,112500,50000,7.5,1,4
464,27,5000,45000,0,2,0,2
422,37,25,112500,5000,7.5,0,5
452,27,,0,,2,0,1
888,20,,0,,2,0,1
759,23,10000,6250,50,4,0,5
1151,27,125,4500,0,2,0,2
391,23,,0,,0,,
434,27,25,4500,500,2,0,1
449,32,5000,75000,0,1,0,1
462,47,25,175000,500,20,0,2
486,20,,0,,2,0,2
397,57,5000,133000,0,0,,
500,32,25,500,0,4,0,2
625,32,125,95000,0,4,0,5
292,27,25,95000,0,1,0,1
719,37,125,17500,5000,7.5,3,5
378,37,125,500,0,1,1,1
569,27,125,112500,100000,2,25,2
645,70,5000,133000,500,20,3,10
326,47,500,500,0,0,,
384,27,25,75000,500,2,0,2
469,27,,0,,1,0,1
632,37,5000,133000,500,4,0,3
1058,32,125,4500,500,2,0,1
392,42,125,75000,50,0,,
609,52,5000,95000,100000,20,0,5
353,32,,0,,2,0,2
675,57,25,1500,500,7.5,0,10
1471,52,25,45000,500,1,0,2
806,47,125,112500,0,2,0,2
1017,23,125,500,500,4,3,3
608,47,125,45000,0,20,0,1
1723,57,25,4500,50,4,0,3
821,27,10000,27500,50,7.5,3,5
577,20,25,500,0,1,0,1
7788,37,5000,133000,5000,7.5,0,12
1137,37,25,500,0,1,0,1
517,23,,0,,1,0,1
429,57,,0,,20,0,5
22289,32,5000,133000,5000,2,0,2
572,23,125,8250,50,1,0,1
654,42,25,75000,0,7.5,0,2
2129,23,,0,,1,3,1
1342,65,25,55000,5000,20,1,2
338,23,25,500,0,1,0,1
1197,42,500,45000,500,2,0,1
491,57,25,112500,5000,1,0,2
282,47,,0,,2,0,1
379,27,5000,75000,0,4,0,4
1558,52,500,75000,0,1,0,2
1322,32,25,4500,0,2,0,1
268,27,,0,,2,0,2
852,42,25,17500,5000,2,3,2
549,20,25,12500,0,1,0,1
587,23,5000,1500,50,4,0,1
199,27,,0,,0,,
688,27,500,65000,500,1,1,2
410,20,125,35000,5000,2,0,3
1024,65,10000,175000,500,4,0,2
503930,23,10000,3500,100000,1,0,1
234,27,,0,,4,0,1
474624,47,10000,175000,100000,15,0,2
335,65,,0,,20,0,2
382252,37,5000,95000,500,1,0,1
1382,65,5000,55000,50000,1,0,2
462,27,125,6250,500,1,0,1
549533,23,25,6250,0,1,0,1
824,27,25,17500,500,2,0,2
577,37,5000,1500,50000,7.5,0,1
520307,20,,0,,4,0,3
586,27,500,500,50,4,0,2
395,20,,0,,1,1,1
391,27,,0,,1,0,1
832,27,125,2500,5000,1,0,1
925,42,25,1500,50,2,0,2
747,32,5000,112500,0,15,0,10
852,42,10000,75000,0,2,0,2
7537,27,25,500,5000,4,3,3
587,20,,0,,1,0,1
1079,47,500,112500,5000,1,0,1
326,57,5000,95000,5000,7.5,1,20
369,32,125,500,0,0,,
398,20,,0,,1,0,1
405908,47,125,112500,0,0,,
945,32,10000,12500,100000,1,3,1
420,27,10000,175000,0,4,0,2
299,23,,0,,2,0,1
416,27,125,45000,0,1,0,1
561,37,125,65000,5000,4,1,3
10872,37,125,225000,0,4,0,3
775,37,500,95000,100000,2,0,2
1215,32,10000,55000,0,2,0,1
520819,27,5000,6250,0,2,0,1
2101,32,5000,400000,0,7.5,1,10
383,27,25,500,0,1,0,1
361,20,10000,8250,0,0,,
359,27,,0,,0,,
721,32,5000,133000,500,4,1,2
765,27,10000,65000,100000,7.5,0,10
515234,27,5000,12500,5000,2,1,3
399,20,,0,,1,0,1
520,52,5000,95000,500,20,0,4
1010,27,500,85000,100000,7.5,0,3
227,20,,0,,2,0,1
488,42,10000,175000,100000,15,0,12
638,32,10000,65000,5000,7.5,0,5
445,20,,0,,1,0,2
499,37,500,500,500,7.5,3,10
243,27,,0,,1,0,1
2544,23,,0,,2,1,1
584,47,25,4500,500,2,0,3
508,42,5000,65000,500,4,0,10
547,32,5000,1500,500,7.5,0,5
485,27,25,35000,50,4,1,4
667,52,5000,85000,50,15,0,1
524,32,10000,22500,0,1,0,1
574,65,125,55000,50000,4,0,3
1666,47,125,22500,500,15,0,1
893,65,10000,225000,100000,20,1,20
461,27,125,500,0,0,,
622,32,125,22500,50,2,0,2
492,27,125,45000,0,0,,
569,20,,0,,1,1,1
29327,23,125,75000,50000,2,0,2
2212,27,125,500,0,2,0,2
656,20,,0,,1,0,1
582,52,500,2500,500,4,0,3
552,27,5000,12500,5000,2,0,2
381,42,5000,85000,0,15,0,10
666,23,25,500,0,1,1,1
296,27,10000,65000,0,7.5,0,5
1070,27,5000,6250,500,1,0,1
28539,52,25,500,5000,1,0,3
982,20,25,6250,50,2,0,1
513235,27,5000,8250,0,4,0,1
3162,20,,0,,2,0,1
314,23,,0,,1,1,1
176,32,,0,,0,,
2015,32,25,27500,0,1,1,1
2767,37,5000,55000,500,4,0,2
375,27,5000,1500,500,4,0,1
617,23,,0,,1,0,1
733,27,10000,1500,5000,4,1,3
524,27,25,6250,0,1,0,1
709,52,25,45000,5000,2,0,2
912,65,25,75000,50,4,0,3
661,32,25,500,50,1,0,1
467,32,,0,,2,0,1
498,32,125,55000,0,7.5,0,1
1573,37,125,6250,5000,7.5,1,2
463,27,125,12500,0,4,1,2
888,42,5000,27500,500,2,0,3
1119,27,25,500,0,1,0,1
598,27,25,45000,5000,7.5,0,10
167,20,,0,,0,,
278,20,,0,,1,0,1
670,47,10000,55000,100000,2,0,2
771,52,10000,75000,500,4,0,3
432,27,125,1500,0,0,,
1176,23,5000,55000,0,4,0,1
520,23,25,17500,0,2,0,2
256,23,,0,,2,0,1
21781,42,500,225000,100000,4,0,3
445,37,10000,35000,100000,7.5,0,10
535,57,5000,75000,5000,7.5,0,1
453,27,5000,112500,500,4,0,3
878,47,10000,133000,5000,20,0,10
530,42,5000,112500,0,4,0,3
920,57,10000,400000,5000,2,0,2
503425,23,,0,,1,0,1
635,27,5000,500,500,1,0,1
440,27,25,35000,5000,4,0,2
861,37,10000,400000,5000,0,,
1749,52,10000,85000,5000,20,3,20
605,23,10000,6250,50,1,0,1
282,20,,0,,1,1,2
1328,32,,0,,1,0,1
525,32,25,12500,0,2,0,1
15868,20,,0,,1,0,1
552,37,10000,35000,50000,7.5,12,10
587,52,5000,112500,50000,15,0,4
1195,37,125,27500,500,15,0,1
439,32,5000,2500,0,4,0,1
209,32,5000,12500,50,0,,
700,52,25,45000,50000,1,0,1
696,27,,0,,4,0,4
648,52,,0,,15,0,2
482,52,25,175000,0,20,25,20
1153,47,500,175000,50000,20,0,1
1205,37,500,35000,5000,4,0,5
316,23,,0,,1,0,2
819,27,125,175000,5000,7.5,3,10
457,32,500,1500,5000,2,3,1
378,32,5000,85000,50,4,1,2
350,27,5000,1500,0,1,0,1
548,42,10000,175000,50000,7.5,0,10
536501,52,10000,55000,50000,4,3,2
859,32,5000,225000,5000,7.5,0,3
436,27,,0,,2,0,2
422,27,5000,75000,5000,7.5,1,4
1179,70,25,112500,50000,2,0,2
320,23,,0,,2,0,1
933,57,25,133000,500,4,0,2
223,32,10000,4500,50,0,,
458,47,25,500,50000,15,3,12
681,42,125,17500,500,7.5,0,5
574,32,10000,65000,500,15,0,1
638,37,500,17500,50,1,0,1
325,27,10000,1500,50,0,,
691,27,500,133000,5000,4,0,3
1169,47,25,275000,100000,15,0,5
727,47,5000,55000,50000,15,1,5
287,27,,0,,2,0,2
780,27,10000,45000,50000,4,0,3
2789,23,125,95000,50,4,0,3
520,23,10000,45000,500,7.5,0,3
420,23,5000,17500,500,2,0,2
1489,42,500,3500,500,1,0,1
365,27,25,65000,0,2,0,1
2435,27,10000,17500,5000,1,0,1
521,32,10000,65000,500,1,0,1
459,23,10000,45000,0,4,0,2
356,20,,0,,1,0,1
629,23,,0,,2,0,2
739,32,500,35000,5000,4,0,5
1263,47,5000,55000,500,2,0,2
339,20,,0,,1,0,1
397,27,25,1500,5000,2,0,2
198,32,,0,,0,,
939,37,25,500,500,7.5,0,1
479,27,,0,,4,0,2
515,23,125,45000,0,4,0,3
377,32,125,12500,0,0,,
384,20,,0,,1,0,1
855,23,125,6250,500,2,0,1
489,23,,0,,2,0,2
1004,27,,0,,4,3,3
426,27,5000,65000,5000,4,0,2
485,65,5000,55000,0,20,0,20
927,65,,0,,20,0,3
758,23,25,2500,500,1,1,1
1155,37,125,55000,500,7.5,0,3
627,23,,0,,4,0,2
343,23,,0,,2,0,1
824,42,5000,65000,500,1,12,2
562,70,25,175000,500,2,3,2
1228,27,25,3500,5000,4,0,2
743,20,25,500,0,1,0,1
607,37,10000,112500,5000,7.5,0,4
598,27,5000,3500,5000,1,0,1
560,42,5000,175000,5000,15,0,10
401,27,,0,,1,0,1
23533,27,5000,6250,0,4,3,1
430343,65,500,3500,5000,15,1,2
708,42,500,85000,0,2,0,2
821,23,10000,4500,50,1,0,1
529,42,125,35000,0,0,,
1886,37,25,27500,5000,4,0,3
580,32,10000,85000,0,7.5,0,4
684,47,5000,27500,0,4,0,4
669,23,25,500,50,2,1,3
950,47,500,35000,500,15,0,12
912,47,10000,225000,100000,15,3,12
376,20,,0,,1,1,2
1232,27,25,27500,50000,4,1,3
925,32,125,1500,50000,2,0,1
1728,47,5000,112500,50000,7.5,1,10
505,37,10000,133000,50000,15,0,12
734,27,25,12500,5000,7.5,12,10
507123,27,125,1500,500,2,0,2
1736,27,125,1500,5000,1,0,4
547,37,500,55000,5000,1,0,1
577,37,5000,35000,0,7.5,0,5
591,27,5000,112500,5000,2,0,2
558,20,,0,,1,0,1
312,52,25,500,5000,4,12,2
542,20,,0,,2,0,2
397,27,,0,,2,0,2
1152,23,10000,2500,50,2,0,1
850,32,10000,175000,5000,4,0,5
570,52,125,175000,5000,7.5,0,2
473,37,10000,55000,50000,4,0,5
618,32,500,95000,500,4,0,2
645,47,5000,4500,0,0,,
703,27,10000,22500,100000,4,0,3
1905,32,5000,4500,500,1,0,1
524,23,10000,1500,0,4,1,3
586,47,125,75000,50,2,1,3
615,27,25,12500,500,4,3,4
950,37,25,45000,50,7.5,0,5
770,23,25,500,5000,1,0,1
331,20,,0,,1,0,1
428,23,5000,133000,50000,7.5,12,4
200,20,10000,500,0,0,,
321,20,,0,,2,3,2
800,27,125,17500,50,1,1,1
321,27,125,22500,0,2,0,2
560,32,25,112500,5000,7.5,3,10
357,32,,0,,7.5,0,10
855,23,25,500,500,1,0,1
14282,37,10000,175000,50000,7.5,0,10
177,20,,0,,0,,
1589,47,125,500,500,7.5,0,4
633,47,5000,112500,50000,2,0,5
938,37,10000,133000,50,7.5,0,4
542,27,,0,,1,0,2
691,52,5000,112500,5000,1,0,1
436,27,125,27500,500,4,0,2
547,27,5000,6250,5000,1,0,1
1068,47,10000,55000,0,1,3,3
796,32,25,500,500,1,0,2
263,27,5000,400000,0,0,,
794,37,25,2500,0,2,0,1
325,32,125,1500,50,0,,
630,32,5000,2500,5000,2,0,2
934,32,,0,,1,1,1
484,65,25,75000,50000,20,0,5
473,23,,0,,2,0,2
661,27,25,45000,5000,2,0,2
590,23,25,500,0,1,0,1
376,27,500,12500,500,2,1,2
670,27,,0,,1,0,1
400,23,,0,,2,1,1
582,20,10000,8250,0,2,0,1
904,37,125,500,50000,4,0,3
1293,37,5000,500,500,15,0,4
383,37,25,1500,500,7.5,0,1
294,20,,0,,1,0,1
1280,27,125,22500,5000,4,0,2
470,23,10000,4500,500,2,0,2
362,27,,0,,1,0,1
562,23,,0,,4,0,3
366,20,,0,,2,0,1
681,37,125,55000,500,15,0,5
229,37,500,2500,500,4,0,4
772,20,,0,,2,0,1
647,27,5000,35000,50000,4,0,3
522581,23,,0,,4,1,2
827,42,5000,112500,5000,2,0,2
4653,27,,0,,4,1,4
519,20,25,500,0,1,0,1
654,23,25,500,500,1,0,1
665,23,,0,,1,0,1
1349,37,125,8250,500,2,1,2
1298,47,25,175000,100000,20,0,10
506145,37,,0,,1,0,1
957,70,25,225000,5000,20,0,2
8385,27,,0,,4,3,3
282,27,10000,95000,0,1,0,1
919,27,5000,1500,50,1,0,1
1533,27,,0,,2,0,4
240,42,10000,8250,5000,20,12,20
603,27,25,133000,5000,4,3,3
309,27,25,6250,0,1,0,1
304,27,5000,65000,0,4,0,1
1831,27,10000,22500,50,4,0,3
304,23,,0,,1,0,2
470,52,500,400000,50000,0,,
562059,27,,0,,4,0,1
482,37,10000,500,500,2,1,2
598,37,5000,225000,100000,15,25,10
633,23,,0,,1,0,2
783,32,25,500,0,2,0,2
2354,32,5000,35000,0,7.5,0,2
756,42,10000,12500,500,4,0,1
957,37,5000,225000,50000,15,0,12
489,23,,0,,2,0,1
570,37,10000,65000,500,7.5,0,2
1200,27,,0,,2,0,2
261220,32,5000,12500,0,4,0,3
4264,47,10000,175000,500,15,0,3
706,27,125,2500,5000,2,1,2
404,23,,0,,4,0,4
363,47,10000,500,500,0,,
255,20,,0,,0,,
513489,27,500,45000,100000,2,3,2
385,27,,0,,1,0,1
1836,42,125,400000,5000,15,0,5
599,32,10000,175000,0,4,0,3
560,20,,0,,1,0,1
716,20,,0,,1,0,1
1339,42,125,75000,50,7.5,0,5
1978,52,25,6250,500,1,0,2
576,20,,0,,2,3,2
19919,42,25,500,500,2,25,3
489,52,5000,133000,500,4,0,1
418,23,,0,,1,0,2
393,27,5000,75000,0,2,3,2
477,37,125,35000,50,4,0,1
642,27,25,35000,0,7.5,0,10
866,23,25,12500,0,2,1,2
806,20,25,500,0,0,,
314,32,,0,,7.5,12,4
860,32,125,17500,50,7.5,0,5
886,27,125,6250,500,2,0,1
445,42,,0,,2,0,2
2112,32,25,22500,50000,4,12,4
827,27,,0,,2,0,2
527975,47,125,85000,50000,4,3,4
695,23,10000,112500,50000,2,1,1
807,23,500,6250,50,1,0,1
367,27,125,35000,0,2,0,1
1012,37,5000,1500,0,4,0,1
1977,32,10000,55000,50000,15,1,1
438,32,500,35000,0,4,0,2
507,27,,0,,1,0,1
505,57,25,175000,500,4,0,4
609,27,5000,6250,50,2,0,2
414,23,,0,,2,25,2
662,20,,0,,1,0,1
714,32,125,12500,0,1,0,1
756,32,125,35000,5000,1,0,1
1255,37,25,45000,5000,7.5,0,4
7614,27,5000,55000,500,2,0,2
437,27,,0,,2,12,2
527696,23,,0,,4,0,2
7113,32,125,35000,0,7.5,0,2
513,32,,0,,2,0,2
592,20,,0,,2,0,1
479,23,,0,,2,0,1
457,23,25,3500,0,1,0,2
424,37,25,35000,0,1,0,1
580,20,,0,,1,0,1
415,47,5000,175000,5000,7.5,0,5
370,20,,0,,4,0,2
448,37,25,75000,50000,7.5,0,2
723,20,,0,,1,0,1
259,20,,0,,1,0,1
554279,42,5000,4500,500,2,3,2
378,37,10000,22500,50,0,,
556519,20,,0,,2,1,2
205,27,,0,,0,,
1131,42,10000,175000,50000,7.5,0,10
809,27,25,1500,500,4,3,3
412,20,,0,,1,0,1
612,32,,0,,2,0,2
896,47,25,500,0,15,0,2
697,27,10000,55000,500,1,0,1
403,27,10000,95000,0,4,0,4
392,42,5000,175000,5000,20,0,3
829,42,10000,2500,5000,4,0,5
1211,32,25,45000,5000,4,3,3
147,20,,0,,0,,
860,20,500,65000,0,2,1,2
406,32,,0,,2,0,1
532,65,5000,112500,500,20,0,5
602,57,10000,112500,0,20,0,2
465,23,5000,12500,100000,2,0,2
378484,37,5000,17500,0,2,0,2
333,23,,0,,2,1,2
683,42,125,95000,0,1,0,1
520,52,10000,500,0,1,1,1
135,23,,0,,0,,
16242,37,125,112500,50000,15,0,5
409,23,5000,500,5000,1,0,1
419,32,,0,,4,0,1
473,20,,0,,1,0,1
430,20,,0,,2,1,2
710,42,25,35000,50,2,0,2
436,32,10000,45000,5000,7.5,0,5
1215,23,25,500,500,2,1,2
273,32,5000,35000,500,0,,
335,23,10000,4500,0,0,,
401,20,,0,,2,0,2
1079,23,25,133000,500,2,3,2
406,42,5000,500000,50000,15,0,5
683,20,,0,,2,0,2
482,70,25,17500,500,1,0,1
410,47,125,6250,50000,0,,
568,32,500,500,0,2,0,2
585,23,25,6250,0,1,1,1
838,42,500,8250,50,2,3,3
471447,20,,0,,0,,
415,20,,0,,1,0,1
2532,23,5000,75000,500,0,,
2581,27,,0,,2,0,2
735,37,5000,6250,0,2,0,1
1351,23,,0,,1,0,1
484726,37,125,6250,0,0,,
974,27,25,8250,50,1,0,1
858,20,125,500,500,1,0,1
666,65,25,17500,500,20,0,5
477,20,,0,,1,0,1
896,42,25,6250,500,1,0,1
321,27,10000,12500,0,7.5,1,2
1748,47,500,1500,50,2,0,1
6987,23,,0,,4,0,1
511232,32,25,12500,0,2,0,1
1409,47,25,85000,50000,4,0,5
411,20,,0,,2,1,1
1114,37,10000,12500,500,1,0,1
545,20,,0,,1,0,1
432933,20,500,35000,500,2,0,2
802,37,5000,65000,50000,7.5,3,10
801,23,25,500,50,1,3,1
616,27,,0,,4,1,3
362,23,,0,,1,0,1
538,27,25,12500,50,1,0,1
138889,23,,0,,1,0,1
558,20,,0,,2,0,2
1718,47,125,112500,100000,4,3,10
720,47,125,175000,50000,2,0,1
474,23,,0,,2,0,2
1650,65,5000,22500,5000,20,0,2
623,20,125,500,0,2,3,3
741,27,10000,8250,5000,1,1,2
461,23,25,500,0,2,3,4
351,20,500,500,0,2,3,3
509196,27,500,22500,500,7.5,0,4
7259,20,,0,,2,0,3
396,37,10000,2500,0,7.5,0,12
633,27,10000,12500,50000,2,0,2
447,23,,0,,1,0,1
1666,27,25,22500,50,1,0,1
371,20,25,500,0,2,0,1
560492,37,5000,22500,50000,15,0,5
762,52,25,500,500,20,1,2
393,57,10000,133000,100000,7.5,0,5
266,20,,0,,0,,
493,20,,0,,1,0,1
655,20,,0,,2,25,1
554744,23,25,17500,0,2,1,4
573,20,,0,,1,1,2
631,37,,0,,2,3,2
111,32,,0,,0,,
1059,27,500,1500,50,4,0,2
459,47,5000,4500,5000,2,3,3
752,20,,0,,1,0,1
1000,32,125,8250,50,1,1,3
665,32,125,133000,5000,7.5,0,5
347,20,,0,,2,3,2
560780,20,,0,,2,1,1
245,20,,0,,1,3,1
649,27,5000,4500,50,1,3,1
1258,23,10000,500,5000,2,0,3
336,32,5000,55000,5000,0,,
445,52,10000,275000,0,15,0,3
620,65,10000,65000,500,7.5,0,10
1043,42,125,45000,50000,15,0,3
596,23,125,55000,5000,2,1,2
788,37,500,55000,0,7.5,0,5
416,20,,0,,1,0,1
519105,47,25,500,5000,4,12,5
217,23,25,4500,0,1,0,1
422,23,,0,,2,0,2
260,27,,0,,0,,
938,27,10000,22500,500,2,0,2
646,27,25,8250,500,4,25,4
1800,27,5000,3500,0,1,0,1
748,23,,0,,1,0,1
265442,23,,0,,1,0,2
186,20,,0,,0,,
710,20,,0,,2,3,2
921,27,25,22500,0,4,3,2
438,20,,0,,1,0,1
16528,42,25,45000,0,2,0,12
6600,32,500,55000,5000,4,0,3
679,32,125,35000,0,7.5,0,1
442,52,10000,133000,100000,2,0,2
548,27,500,2500,50,2,0,1
216,37,,0,,0,,
422,37,25,1500,50,1,0,2
325,20,,0,,1,1,1
2887,47,10000,112500,50000,20,0,12
1108,57,25,1500,50,4,0,4
4893,32,25,55000,500,1,0,1
685,20,,0,,1,0,1
1247,47,25,35000,50000,7.5,0,2
923,32,10000,85000,5000,4,0,2
697,37,,0,,2,1,3
402,23,,0,,1,0,1
550244,20,,0,,2,0,1
1702,32,,0,,15,3,10
1640,23,125,8250,500,2,0,1
389,42,25,500,0,4,0,3
1683,32,125,12500,5000,2,0,2
320,27,,0,,2,25,2
684,27,10000,112500,100000,7.5,0,4
910,52,5000,112500,500,7.5,3,2
597,37,10000,65000,500,1,0,1
251,20,25,500,5000,1,0,1
613,27,500,35000,5000,7.5,0,4
1114,23,125,6250,0,1,0,1
686,23,10000,12500,100000,4,25,3
675,32,25,225000,0,4,0,3
3699,23,,0,,2,3,2
696,20,5000,4500,500,2,0,2
614,27,25,500,500,2,0,2
541,20,125,500,0,1,0,1
318,42,125,95000,5000,0,,
1185,20,25,500,0,2,0,1
433,27,10000,500,0,2,0,2
852,47,5000,12500,0,2,0,2
912,52,125,12500,5000,4,0,3
1047,42,25,500,5000,15,1,12
368,23,,0,,1,3,2
626,47,25,2500,0,2,0,2
794,27,,0,,1,0,1
1151,20,,0,,1,1,1
217,27,10000,500,50,0,,
740,37,25,22500,5000,7.5,1,5
337,70,25,2500,0,0,,
536,27,25,6250,500,4,1,4
801,23,25,112500,50,4,12,4
600,20,,0,,2,0,2
1117,32,5000,500,50,0,,
485658,23,,0,,1,0,1
475,32,10000,17500,0,7.5,0,1
787,42,25,95000,5000,4,25,3
494,27,5000,500,0,1,0,1
889,32,5000,65000,5000,1,0,1
444,23,,0,,2,0,2
363,23,5000,75000,0,1,0,1
506,37,25,12500,0,7.5,0,10
287,23,,0,,2,0,3
199,32,,0,,0,,
10652,20,,0,,4,1,1
1319,47,25,65000,5000,4,0,4
1735,65,25,85000,0,15,0,5
542959,23,,0,,2,0,3
402,27,,0,,4,0,1
2679,47,25,112500,500,7.5,0,2
686,47,5000,22500,50000,4,25,4
681,65,,0,,20,0,2
1019,23,125,2500,500,2,3,2
9130,27,125,500,50,2,0,2
382,20,25,500,0,1,0,1
811,20,10000,500,0,2,0,1
564576,37,5000,133000,50000,15,0,3
655,37,10000,1500,0,4,0,1
558,52,125,95000,5000,2,0,4
775,52,10000,55000,0,20,0,2
657,37,,0,,2,0,3
540,20,,0,,2,0,2
216,20,,0,,1,0,1
761,23,125,500,50,1,0,1
496,42,10000,500,0,2,0,1
1175,52,125,27500,500,7.5,0,2
577,20,25,500,500,2,1,4
1415,32,10000,1500,50000,2,0,2
265,27,,0,,1,0,1
412,27,25,112500,500,4,0,3
643,23,25,500,500,2,0,2
786,37,125,35000,100000,2,0,2
398,37,,0,,2,3,2
520686,32,5000,55000,50000,2,1,2
227,20,,0,,0,,
1016,57,5000,500000,50000,7.5,0,5
477,23,10000,3500,0,0,,
930,20,25,4500,0,1,0,1
590,20,25,500,50,2,12,2
698,32,5000,35000,50,7.5,0,10
717,20,,0,,2,0,2
3993,42,5000,22500,100000,4,3,5
423,20,,0,,2,0,2
710,23,25,6250,500,2,0,1
811,32,25,500,50,7.5,1,1
693,47,10000,95000,50000,4,0,4
961,32,125,500,0,1,0,1
1156,42,10000,45000,500,1,0,1
284,27,125,500,500,0,,
434,23,25,3500,50,2,1,1
230,20,,0,,0,,
661,32,125,17500,5000,4,0,4
5317,32,25,22500,50,2,0,4
460,37,5000,6250,0,15,0,5
937,37,5000,65000,500,7.5,0,3
15107,27,,0,,1,0,1
790,20,,0,,1,1,1
560,20,,0,,1,0,1
307,23,25,500,500,2,0,1
1853,23,,0,,2,3,2
1076,32,125,8250,50,4,0,5
58231,32,125,75000,500,4,0,2
847,32,,0,,1,0,1
749,57,5000,4500,500,20,0,20
833,65,5000,8250,0,20,0,12
42938,47,,0,,4,0,4
775,20,,0,,2,0,1
434,27,,0,,2,0,3
476,27,125,8250,0,7.5,0,1
509,27,5000,12500,0,2,0,2
450,23,125,17500,5000,2,0,1
639,27,10000,6250,5000,2,0,2
1460,47,10000,12500,100000,1,0,1
472,27,10000,22500,50,7.5,0,1
1339,42,500,55000,5000,20,0,10
1448,27,25,8250,0,1,0,1
476,23,,0,,1,0,1
413,23,5000,8250,0,2,0,2
519747,32,10000,27500,50,7.5,0,2
678,27,25,500,500,4,1,4
675,70,5000,500,50,1,0,1
388,20,,0,,1,0,1
592,23,5000,6250,0,2,0,1
940,65,10000,55000,0,1,0,1
444,23,25,3500,0,1,0,1
50359,57,25,8250,500,2,12,3
514000,37,10000,8250,0,4,0,5
1194,27,25,500,0,0,,
972,37,25,12500,0,1,0,3
600,27,25,3500,500,2,0,2
963,27,125,27500,500,4,0,4
475,37,25,22500,5000,15,0,5
539,23,25,1500,500,1,0,1
3092,37,125,55000,5000,4,0,4
623,20,,0,,1,0,2
382,32,125,95000,0,4,0,1
619,27,,0,,1,0,1
1105,23,25,500,0,1,1,1
41075,27,5000,12500,0,1,0,1
577,32,25,500,50,2,0,5
9526,37,25,3500,50,1,0,1
415,20,,0,,1,0,1
28297,47,500,22500,500,15,0,1
782,37,,0,,1,1,1
794,42,,0,,1,0,1
416,27,500,500,0,1,0,1
522,27,5000,500,50,2,0,1
758,27,,0,,1,0,1
320,32,125,35000,5000,7.5,0,2
895,32,125,12500,5000,4,1,5
866,37,25,500,500,2,0,1
4011,32,10000,12500,5000,7.5,0,2
2212,27,125,22500,0,1,0,1
1228,37,500,1500,5000,2,0,2
636,32,25,500,500,2,0,2
797,47,5000,85000,500,4,0,2
